ticket_id,dia_semana,hora_creacion,categoria,prioridad,seniority_agente,tiempo_resolucion_hrs,incumple_sla
3719,Jueves,17,Hardware,Media,Junior,8.49,0
3720,Martes,16,Hardware,Baja,Semi-Senior,24.64,1
3721,Jueves,18,Software,Media,Semi-Senior,15.14,0
3722,Viernes,20,Redes,Alta,Senior,0.5,0
3723,Jueves,13,Acceso,Alta,Junior,5.64,0
3724,Domingo,17,Acceso,Alta,Senior,8.17,0
3725,Domingo,18,Redes,Baja,Semi-Senior,7.37,0
3726,Viernes,14,Software,Media,Senior,3.9,0
3727,Lunes,14,Hardware,Media,Senior,3.23,0
3728,Lunes,3,Redes,Baja,Semi-Senior,7.97,1
3729,Viernes,6,Acceso,Alta,Junior,20.94,0
3730,Viernes,12,Software,Media,Junior,12.55,0
3731,Jueves,2,Acceso,Baja,Junior,18.57,1
3732,Viernes,15,Hardware,Baja,Senior,17.14,1
3733,Martes,8,Redes,Alta,Senior,3.81,0
3734,Lunes,7,Hardware,Baja,Semi-Senior,11.49,0
3735,Lunes,19,Software,Baja,Senior,7.14,1
3736,Sábado,12,Redes,Baja,Senior,18.78,0
3737,Viernes,16,Hardware,Baja,Semi-Senior,14.58,1
3738,Miércoles,16,Hardware,Alta,Semi-Senior,,0
3739,Miércoles,16,Hardware,Baja,Semi-Senior,9.2,0
3740,Viernes,0,Software,Media,Semi-Senior,15.32,0
3741,Martes,7,Hardware,Alta,Junior,9.38,0
3742,Miércoles,18,Acceso,Media,Semi-Senior,8.6,0
3743,Sábado,5,Redes,Baja,Semi-Senior,10.89,0
3744,Domingo,2,Redes,Media,Semi-Senior,6.34,0
3745,Viernes,4,Hardware,Baja,Senior,7.19,0
3746,Martes,12,Software,Baja,Junior,17.95,1
3747,Martes,14,Acceso,Media,Junior,17.14,1
3748,Jueves,13,Acceso,Alta,Senior,3.4,0
3749,Martes,22,Redes,Media,Semi-Senior,7.84,0
3750,Miércoles,15,Redes,Alta,Junior,10.67,0
3751,Domingo,17,Acceso,Media,Semi-Senior,8.72,1
3752,Miércoles,21,Redes,Media,Semi-Senior,12.55,0
3753,Viernes,21,Hardware,Alta,Senior,0.5,0
3754,Domingo,10,Acceso,Baja,Semi-Senior,7.82,1
3755,Viernes,2,Redes,Baja,Junior,17.06,1
3756,Martes,21,Hardware,Media,Semi-Senior,10.12,0
3757,Sábado,9,Hardware,Media,Senior,12.73,0
3758,Lunes,9,Acceso,Baja,Semi-Senior,19.45,1
3759,Domingo,20,Hardware,Baja,Senior,6.34,1
3760,Jueves,15,Acceso,Baja,Junior,20.09,1
3761,Lunes,11,Hardware,Media,Senior,0.89,0
3762,Martes,1,Acceso,Alta,Semi-Senior,5.92,0
3763,Martes,8,Acceso,Alta,Semi-Senior,0.5,0
3764,Lunes,23,Acceso,Media,Junior,,1
3765,Jueves,2,Acceso,Alta,Senior,10.49,0
3766,Domingo,23,Hardware,Baja,Semi-Senior,15.9,1
3767,Domingo,14,Acceso,Baja,Senior,7.97,1
3768,Lunes,2,Redes,Baja,Junior,22.83,1
3769,Viernes,18,Hardware,Media,Junior,11.83,0
3770,Miércoles,17,Acceso,Baja,Junior,16.9,1
3771,Sábado,7,Hardware,Media,Semi-Senior,3.02,0
3772,Viernes,16,Hardware,Media,Semi-Senior,12.95,0
3773,Domingo,7,Hardware,Baja,Semi-Senior,24.14,1
3774,Miércoles,6,Hardware,Alta,Semi-Senior,10.66,0
3775,Sábado,6,Acceso,Media,Senior,7.44,0
3776,Sábado,2,Hardware,Baja,Junior,14.74,0
3777,Sábado,0,Redes,Baja,Junior,16.51,1
3778,Martes,3,Hardware,Media,Senior,1.26,0
3779,Sábado,4,Hardware,Baja,Semi-Senior,18.55,1
3780,Jueves,0,Redes,Baja,Semi-Senior,15.98,1
3781,Lunes,14,Acceso,Media,Semi-Senior,2.48,0
3782,Domingo,4,Redes,Alta,Semi-Senior,6.53,0
3783,Jueves,12,Software,Baja,Junior,16.7,1
3784,Lunes,7,Redes,Alta,Semi-Senior,4.75,0
3785,Viernes,7,Acceso,Alta,Senior,0.5,0
3786,Viernes,4,Redes,Baja,Semi-Senior,13.99,0
3787,Lunes,8,Hardware,Media,Junior,10.51,0
3788,Jueves,0,Acceso,Baja,Semi-Senior,11.78,0
3789,Lunes,3,Software,Baja,Junior,11.82,1
3790,Sábado,2,Acceso,Media,Junior,16.9,1
3791,Martes,1,Hardware,Media,Senior,5.08,0
3792,Domingo,7,Software,Baja,Junior,12.41,0
3793,Viernes,22,Acceso,Alta,Senior,4.56,0
3794,Domingo,8,Acceso,Media,Semi-Senior,3.15,0
3795,Martes,1,Hardware,Alta,Semi-Senior,0.69,0
3796,Sábado,13,Redes,Baja,Semi-Senior,10.24,0
3797,Sábado,13,Redes,Alta,Junior,8.28,1
3798,Viernes,3,Software,Baja,Semi-Senior,10.21,0
3799,Viernes,5,Hardware,Baja,Senior,21.13,0
3800,Sábado,10,Hardware,Media,Semi-Senior,,0
3801,Miércoles,2,Redes,Media,Semi-Senior,25.13,0
3802,Domingo,7,Redes,Media,Senior,0.5,0
3803,Martes,2,Software,Baja,Junior,13.17,0
3804,Domingo,13,Redes,Baja,Junior,13.33,1
3805,Martes,12,Software,Media,Junior,13.14,1
3806,Miércoles,12,Acceso,Baja,Semi-Senior,7.76,0
3807,Jueves,1,Software,Media,Senior,9.08,0
3808,Martes,12,Software,Baja,Semi-Senior,12.71,0
3809,Domingo,18,Software,Alta,Senior,8.36,0
3810,Lunes,5,Acceso,Media,Semi-Senior,7.49,1
3811,Sábado,15,Redes,Media,Junior,9.04,0
3812,Sábado,1,Software,Alta,Junior,,1
3813,Miércoles,7,Redes,Media,Senior,14.53,0
3814,Martes,16,Software,Baja,Junior,14.27,0
3815,Jueves,22,Redes,Baja,Semi-Senior,16.25,0
3816,Martes,1,Software,Media,Junior,11.2,0
3817,Sábado,9,Redes,Baja,Junior,21.74,1
3818,Viernes,15,Hardware,Media,Semi-Senior,7.27,1
3819,Lunes,5,Acceso,Baja,Junior,19.36,1
3820,Miércoles,1,Software,Baja,Senior,9.2,0
3821,Viernes,1,Acceso,Media,Semi-Senior,6.21,0
3822,Domingo,12,Software,Alta,Semi-Senior,24.46,0
3823,Jueves,23,Hardware,Media,Semi-Senior,6.99,0
3824,Viernes,14,Hardware,Alta,Semi-Senior,0.5,0
3825,Domingo,1,Acceso,Alta,Senior,0.5,0
3826,Viernes,6,Software,Baja,Junior,13.74,1
3827,Jueves,2,Redes,Baja,Junior,11.45,1
3828,Viernes,7,Software,Media,Junior,8.75,1
3829,Miércoles,22,Redes,Alta,Senior,2.81,0
3830,Sábado,13,Acceso,Media,Senior,4.69,0
3831,Martes,23,Acceso,Alta,Junior,15.47,0
3832,Viernes,22,Hardware,Baja,Semi-Senior,13.68,0
3833,Miércoles,21,Redes,Baja,Junior,19.12,0
3834,Martes,6,Software,Media,Junior,30.59,1
3835,Domingo,20,Hardware,Baja,Semi-Senior,13.17,1
3836,Martes,6,Acceso,Baja,Junior,,1
3837,Domingo,0,Hardware,Baja,Semi-Senior,10.4,1
3838,Viernes,16,Software,Baja,Semi-Senior,15.3,0
3839,Miércoles,8,Software,Media,Semi-Senior,13.03,0
3840,Sábado,20,Acceso,Alta,Semi-Senior,4.05,0
3841,Viernes,12,Hardware,Alta,Semi-Senior,17.75,0
3842,Domingo,20,Redes,Media,Semi-Senior,10.7,0
3843,Jueves,18,Redes,Baja,Junior,23.23,1
3844,Martes,20,Redes,Media,Semi-Senior,10.07,0
3845,Viernes,18,Software,Baja,Junior,19.77,1
3846,Domingo,21,Hardware,Baja,Junior,13.02,1
3847,Martes,16,Redes,Baja,Semi-Senior,23.2,1
3848,Domingo,22,Hardware,Alta,Senior,12.83,0
3849,Miércoles,22,Acceso,Alta,Junior,7.25,0
3850,Lunes,9,Redes,Media,Junior,17.4,1
3851,Viernes,9,Hardware,Media,Junior,7.88,1
3852,Sábado,3,Software,Baja,Junior,21.84,1
3853,Viernes,7,Acceso,Media,Semi-Senior,7.55,0
3854,Martes,21,Acceso,Media,Junior,8.58,0
3855,Miércoles,19,Acceso,Baja,Senior,6.27,1
3856,Domingo,19,Acceso,Baja,Semi-Senior,16.75,1
3857,Jueves,17,Software,Alta,Semi-Senior,13.42,0
3858,Sábado,13,Software,Media,Semi-Senior,2.13,0
3859,Miércoles,17,Redes,Alta,Junior,8.91,0
3860,Viernes,13,Software,Alta,Junior,8.64,0
3861,Jueves,19,Software,Alta,Semi-Senior,0.5,0
3862,Miércoles,20,Acceso,Baja,Junior,14.43,1
3863,Lunes,23,Software,Baja,Semi-Senior,18.94,1
3864,Sábado,14,Acceso,Baja,Junior,12.28,1
3865,Martes,21,Hardware,Baja,Junior,23.95,1
3866,Miércoles,3,Hardware,Media,Junior,15.85,1
3867,Miércoles,12,Hardware,Media,Junior,12.05,1
3868,Lunes,22,Hardware,Media,Senior,0.5,0
3869,Viernes,7,Hardware,Baja,Junior,14.24,1
3870,Domingo,17,Hardware,Alta,Senior,10.24,0
3871,Domingo,11,Hardware,Baja,Semi-Senior,8.35,0
3872,Sábado,22,Acceso,Baja,Senior,5.75,0
3873,Sábado,13,Acceso,Media,Semi-Senior,11.98,0
3874,Martes,1,Acceso,Media,Senior,0.5,0
3875,Miércoles,17,Acceso,Baja,Junior,12.8,1
3876,Jueves,23,Software,Baja,Semi-Senior,17.67,1
3877,Miércoles,1,Software,Media,Junior,6.41,0
3878,Domingo,10,Redes,Baja,Semi-Senior,9.18,1
3879,Martes,8,Software,Baja,Semi-Senior,19.47,1
3880,Miércoles,11,Acceso,Media,Semi-Senior,2.71,0
3881,Lunes,16,Acceso,Baja,Junior,13.43,1
3882,Domingo,14,Hardware,Baja,Junior,28.26,1
3883,Miércoles,16,Hardware,Baja,Semi-Senior,20.29,0
3884,Miércoles,17,Redes,Alta,Semi-Senior,1.2,0
3885,Domingo,21,Software,Alta,Junior,4.81,1
3886,Jueves,5,Acceso,Baja,Senior,9.22,0
3887,Domingo,16,Software,Baja,Senior,12.22,0
3888,Lunes,22,Redes,Baja,Senior,14.37,1
3889,Lunes,23,Hardware,Baja,Senior,10.74,0
3890,Miércoles,17,Acceso,Media,Junior,8.93,0
3891,Sábado,7,Hardware,Media,Senior,12.1,0
3892,Jueves,8,Acceso,Baja,Semi-Senior,12.83,1
3893,Miércoles,5,Hardware,Baja,Junior,17.61,1
3894,Domingo,4,Hardware,Baja,Senior,8.01,0
3895,Miércoles,11,Redes,Baja,Junior,26.7,1
3896,Martes,10,Software,Baja,Semi-Senior,11.18,0
3897,Martes,0,Hardware,Media,Junior,,0
3898,Sábado,10,Acceso,Media,Semi-Senior,2.42,0
3899,Jueves,18,Software,Media,Semi-Senior,2.8,0
3900,Viernes,8,Software,Baja,Semi-Senior,13.85,0
3901,Martes,1,Hardware,Media,Junior,13.34,0
3902,Viernes,11,Hardware,Baja,Semi-Senior,,1
3903,Lunes,3,Hardware,Baja,Semi-Senior,13.75,1
3904,Martes,3,Software,Media,Junior,8.11,0
3905,Martes,17,Redes,Baja,Senior,25.85,1
3906,Jueves,14,Hardware,Media,Semi-Senior,16.37,0
3907,Sábado,18,Software,Media,Senior,1.18,0
3908,Viernes,12,Software,Alta,Junior,3.69,0
3909,Domingo,18,Acceso,Alta,Junior,6.76,0
3910,Martes,16,Hardware,Baja,Junior,10.56,1
3911,Martes,5,Redes,Alta,Semi-Senior,0.5,0
3912,Jueves,15,Acceso,Media,Junior,19.19,1
3913,Jueves,23,Hardware,Media,Semi-Senior,8.98,0
3914,Sábado,11,Acceso,Baja,Junior,16.31,1
3915,Viernes,18,Hardware,Alta,Junior,9.84,0
3916,Lunes,4,Acceso,Baja,Semi-Senior,9.2,0
3917,Domingo,16,Redes,Alta,Senior,5.0,0
3918,Sábado,22,Acceso,Baja,Junior,31.77,1
3919,Lunes,0,Acceso,Media,Semi-Senior,10.19,0
3920,Miércoles,23,Acceso,Baja,Semi-Senior,7.94,0
3921,Martes,22,Hardware,Baja,Semi-Senior,11.36,1
3922,Viernes,9,Hardware,Baja,Senior,16.49,0
3923,Sábado,14,Redes,Baja,Senior,,0
3924,Martes,22,Acceso,Baja,Junior,,1
3925,Viernes,20,Software,Baja,Semi-Senior,9.67,1
3926,Viernes,20,Acceso,Media,Semi-Senior,16.14,1
3927,Viernes,10,Software,Alta,Semi-Senior,6.86,0
3928,Martes,12,Software,Media,Junior,8.67,1
3929,Sábado,4,Acceso,Baja,Senior,12.55,0
3930,Domingo,0,Software,Baja,Semi-Senior,13.77,0
3931,Jueves,23,Software,Baja,Junior,10.35,1
3932,Martes,11,Acceso,Alta,Junior,5.61,0
3933,Viernes,10,Hardware,Alta,Senior,8.22,0
3934,Sábado,16,Acceso,Baja,Junior,19.87,1
3935,Domingo,3,Redes,Baja,Semi-Senior,10.94,1
3936,Miércoles,14,Software,Alta,Junior,11.92,0
3937,Lunes,8,Redes,Alta,Junior,18.32,0
3938,Viernes,20,Software,Alta,Junior,7.24,0
3939,Miércoles,19,Hardware,Alta,Junior,7.27,0
3940,Jueves,18,Software,Baja,Junior,19.6,0
3941,Domingo,18,Acceso,Baja,Semi-Senior,14.24,0
3942,Domingo,11,Software,Baja,Semi-Senior,25.49,1
3943,Viernes,4,Redes,Baja,Junior,25.96,1
3944,Domingo,9,Acceso,Baja,Semi-Senior,8.67,0
3945,Miércoles,16,Redes,Media,Semi-Senior,6.99,0
3946,Viernes,4,Hardware,Baja,Semi-Senior,8.53,0
3947,Martes,21,Redes,Baja,Semi-Senior,10.91,1
3948,Sábado,15,Redes,Baja,Semi-Senior,18.42,1
3949,Miércoles,6,Redes,Baja,Senior,6.44,1
3950,Sábado,8,Acceso,Baja,Semi-Senior,26.34,1
3951,Martes,2,Hardware,Alta,Junior,15.35,0
3952,Martes,14,Hardware,Alta,Semi-Senior,4.06,0
3953,Sábado,15,Hardware,Baja,Junior,13.54,1
3954,Miércoles,17,Redes,Media,Junior,18.9,0
3955,Sábado,13,Acceso,Baja,Semi-Senior,11.02,0
3956,Sábado,2,Acceso,Media,Semi-Senior,6.75,0
3957,Lunes,11,Acceso,Baja,Junior,17.3,1
3958,Miércoles,8,Redes,Baja,Senior,9.94,0
3959,Lunes,6,Hardware,Alta,Junior,7.92,0
3960,Viernes,8,Redes,Baja,Junior,17.9,1
3961,Domingo,12,Acceso,Baja,Senior,9.16,0
3962,Sábado,17,Redes,Baja,Semi-Senior,8.49,1
3963,Viernes,4,Software,Baja,Senior,7.36,0
3964,Miércoles,12,Hardware,Baja,Senior,23.55,1
3965,Sábado,3,Hardware,Alta,Senior,0.5,0
3966,Domingo,1,Acceso,Media,Junior,8.36,0
3967,Viernes,15,Redes,Media,Junior,20.59,1
3968,Jueves,8,Acceso,Baja,Semi-Senior,7.91,0
3969,Martes,8,Redes,Baja,Semi-Senior,18.66,0
3970,Sábado,5,Software,Baja,Semi-Senior,9.6,1
3971,Domingo,10,Hardware,Baja,Junior,12.32,0
3972,Martes,21,Hardware,Media,Junior,21.78,1
3973,Lunes,23,Redes,Baja,Semi-Senior,13.61,1
3974,Viernes,21,Hardware,Alta,Junior,4.81,0
3975,Lunes,0,Redes,Baja,Junior,31.61,1
3976,Domingo,3,Acceso,Baja,Junior,12.41,0
3977,Sábado,12,Software,Baja,Junior,17.76,0
3978,Martes,22,Redes,Baja,Semi-Senior,8.86,0
3979,Martes,12,Software,Baja,Semi-Senior,18.09,1
3980,Viernes,12,Acceso,Baja,Junior,21.36,1
3981,Sábado,1,Acceso,Baja,Junior,17.1,1
3982,Jueves,8,Acceso,Media,Semi-Senior,13.2,0
3983,Jueves,23,Redes,Media,Junior,5.58,1
3984,Viernes,7,Software,Baja,Senior,12.39,1
3985,Sábado,6,Software,Baja,Semi-Senior,16.19,0
3986,Viernes,3,Hardware,Media,Senior,,0
3987,Sábado,17,Redes,Alta,Semi-Senior,7.24,0
3988,Domingo,2,Hardware,Media,Junior,11.22,1
3989,Domingo,5,Hardware,Baja,Semi-Senior,20.76,0
3990,Lunes,11,Redes,Media,Junior,11.9,1
3991,Viernes,11,Hardware,Media,Junior,10.51,0
3992,Sábado,20,Hardware,Baja,Junior,12.59,1
3993,Jueves,7,Hardware,Alta,Semi-Senior,5.97,0
3994,Sábado,21,Acceso,Baja,Junior,21.72,1
3995,Domingo,21,Redes,Alta,Junior,22.83,0
3996,Sábado,0,Acceso,Media,Semi-Senior,7.91,0
3997,Viernes,3,Hardware,Media,Senior,14.74,0
3998,Lunes,20,Hardware,Media,Junior,10.81,0
3999,Lunes,10,Acceso,Baja,Semi-Senior,8.15,0
4000,Lunes,2,Hardware,Media,Junior,39.99,1
4001,Lunes,12,Redes,Alta,Senior,6.62,0
4002,Domingo,16,Software,Media,Junior,5.74,0
4003,Miércoles,21,Acceso,Alta,Senior,8.22,0
4004,Viernes,21,Software,Alta,Junior,6.79,0
4005,Martes,9,Software,Alta,Senior,0.5,0
4006,Viernes,20,Software,Media,Junior,20.88,0
4007,Miércoles,11,Acceso,Media,Junior,7.22,0
4008,Lunes,14,Hardware,Baja,Junior,11.26,0
4009,Miércoles,20,Redes,Media,Junior,7.36,1
4010,Jueves,9,Hardware,Baja,Senior,15.18,1
4011,Jueves,13,Redes,Baja,Semi-Senior,15.12,1
4012,Domingo,12,Hardware,Baja,Semi-Senior,16.66,1
4013,Viernes,4,Software,Alta,Senior,10.15,0
4014,Viernes,5,Software,Alta,Semi-Senior,6.41,0
4015,Martes,23,Redes,Media,Senior,0.79,0
4016,Domingo,1,Acceso,Baja,Junior,14.38,1
4017,Martes,21,Hardware,Media,Senior,12.51,0
4018,Jueves,16,Software,Media,Junior,4.18,0
4019,Lunes,3,Redes,Baja,Semi-Senior,17.02,0
4020,Miércoles,13,Hardware,Baja,Semi-Senior,9.27,1
4021,Martes,9,Redes,Baja,Semi-Senior,26.28,1
4022,Sábado,2,Acceso,Media,Semi-Senior,1.77,0
4023,Martes,2,Acceso,Media,Junior,9.15,1
4024,Lunes,14,Hardware,Baja,Senior,20.44,1
4025,Lunes,5,Acceso,Alta,Senior,8.32,0
4026,Viernes,16,Hardware,Baja,Senior,7.88,0
4027,Miércoles,11,Hardware,Baja,Senior,9.9,1
4028,Lunes,21,Acceso,Baja,Semi-Senior,25.61,1
4029,Domingo,19,Redes,Baja,Senior,7.15,0
4030,Martes,23,Redes,Baja,Senior,16.41,1
4031,Martes,10,Hardware,Baja,Semi-Senior,8.37,0
4032,Jueves,3,Software,Media,Semi-Senior,4.51,0
4033,Lunes,5,Hardware,Baja,Senior,11.77,0
4034,Sábado,0,Redes,Media,Semi-Senior,6.74,0
4035,Viernes,19,Hardware,Media,Semi-Senior,9.48,0
4036,Miércoles,22,Redes,Baja,Junior,15.31,1
4037,Sábado,15,Acceso,Media,Senior,3.66,0
4038,Viernes,14,Hardware,Baja,Senior,10.65,1
4039,Martes,16,Hardware,Alta,Junior,7.93,0
4040,Sábado,7,Acceso,Alta,Junior,21.28,0
4041,Viernes,11,Acceso,Baja,Junior,14.81,0
4042,Martes,21,Software,Alta,Semi-Senior,4.68,0
4043,Martes,20,Acceso,Media,Junior,33.69,1
4044,Martes,9,Software,Alta,Semi-Senior,7.29,0
4045,Martes,14,Acceso,Media,Senior,0.5,0
4046,Domingo,8,Redes,Baja,Semi-Senior,13.23,0
4047,Martes,1,Hardware,Alta,Junior,13.73,0
4048,Jueves,4,Acceso,Baja,Senior,13.13,0
4049,Sábado,5,Redes,Baja,Semi-Senior,18.34,1
4050,Viernes,6,Acceso,Baja,Junior,31.93,1
4051,Jueves,20,Hardware,Baja,Semi-Senior,13.59,0
4052,Domingo,0,Acceso,Media,Semi-Senior,2.82,0
4053,Jueves,22,Acceso,Media,Senior,,0
4054,Lunes,6,Hardware,Alta,Senior,1.81,0
4055,Lunes,19,Acceso,Baja,Junior,31.62,1
4056,Lunes,11,Hardware,Alta,Junior,6.29,0
4057,Miércoles,15,Software,Alta,Junior,9.64,0
4058,Lunes,15,Acceso,Baja,Semi-Senior,18.8,1
4059,Viernes,10,Redes,Baja,Semi-Senior,8.55,0
4060,Jueves,20,Acceso,Alta,Semi-Senior,20.69,0
4061,Viernes,3,Hardware,Media,Junior,17.63,0
4062,Sábado,12,Hardware,Media,Senior,15.32,0
4063,Lunes,6,Redes,Media,Senior,1.28,0
4064,Domingo,3,Redes,Baja,Junior,17.15,1
4065,Miércoles,14,Hardware,Baja,Semi-Senior,16.94,1
4066,Sábado,18,Software,Media,Semi-Senior,5.68,0
4067,Domingo,8,Software,Baja,Junior,,1
4068,Miércoles,10,Hardware,Media,Junior,14.05,0
4069,Sábado,7,Software,Alta,Junior,4.78,0
4070,Jueves,0,Redes,Media,Junior,14.04,0
4071,Viernes,22,Software,Alta,Semi-Senior,1.36,0
4072,Martes,23,Redes,Baja,Junior,18.08,1
4073,Viernes,7,Acceso,Media,Junior,11.67,0
4074,Lunes,12,Redes,Media,Semi-Senior,2.19,0
4075,Domingo,21,Acceso,Alta,Junior,4.28,0
4076,Martes,3,Redes,Media,Semi-Senior,25.28,0
4077,Miércoles,7,Redes,Baja,Semi-Senior,11.98,0
4078,Jueves,2,Software,Alta,Semi-Senior,1.17,0
4079,Jueves,8,Redes,Media,Senior,10.18,0
4080,Miércoles,1,Hardware,Baja,Junior,14.16,1
4081,Lunes,1,Acceso,Media,Semi-Senior,8.57,0
4082,Miércoles,12,Acceso,Alta,Junior,11.12,0
4083,Sábado,14,Redes,Media,Senior,8.65,0
4084,Domingo,22,Hardware,Baja,Senior,6.52,0
4085,Domingo,11,Redes,Alta,Junior,19.4,0
4086,Lunes,3,Redes,Media,Semi-Senior,,0
4087,Martes,7,Software,Media,Junior,11.62,0
4088,Miércoles,8,Redes,Baja,Senior,9.18,0
4089,Lunes,22,Redes,Baja,Junior,20.31,1
4090,Domingo,4,Software,Media,Senior,11.73,0
4091,Martes,23,Software,Alta,Junior,4.74,1
4092,Miércoles,19,Hardware,Baja,Semi-Senior,15.18,1
4093,Jueves,17,Software,Baja,Senior,9.27,0
4094,Miércoles,10,Acceso,Baja,Senior,13.65,0
4095,Viernes,14,Acceso,Media,Junior,11.84,0
4096,Miércoles,21,Hardware,Baja,Semi-Senior,17.7,1
4097,Viernes,8,Redes,Baja,Junior,18.79,1
4098,Martes,16,Hardware,Baja,Semi-Senior,7.62,0
4099,Miércoles,11,Software,Media,Junior,18.69,0
4100,Martes,6,Redes,Baja,Junior,15.22,1
4101,Martes,9,Hardware,Baja,Semi-Senior,17.43,0
4102,Domingo,9,Hardware,Alta,Junior,5.56,0
4103,Lunes,12,Acceso,Baja,Semi-Senior,7.85,1
4104,Martes,18,Hardware,Baja,Junior,23.4,1
4105,Martes,10,Redes,Alta,Junior,9.48,0
4106,Domingo,12,Hardware,Baja,Semi-Senior,11.09,0
4107,Domingo,20,Hardware,Media,Junior,8.16,1
4108,Miércoles,7,Software,Baja,Junior,22.61,1
4109,Domingo,7,Hardware,Media,Semi-Senior,16.44,0
4110,Miércoles,3,Redes,Baja,Semi-Senior,26.93,0
4111,Jueves,14,Acceso,Alta,Semi-Senior,0.5,0
4112,Domingo,10,Acceso,Baja,Junior,14.77,1
4113,Lunes,10,Acceso,Baja,Junior,22.18,1
4114,Martes,0,Acceso,Media,Senior,1.07,0
4115,Lunes,16,Software,Alta,Senior,6.36,0
4116,Viernes,14,Redes,Baja,Junior,37.85,1
4117,Domingo,19,Software,Alta,Semi-Senior,1.32,0
4118,Martes,5,Acceso,Baja,Junior,18.48,1
4119,Lunes,23,Software,Media,Junior,4.45,1
4120,Domingo,21,Hardware,Baja,Junior,15.63,1
4121,Domingo,14,Redes,Media,Semi-Senior,8.31,0
4122,Jueves,8,Hardware,Baja,Junior,18.67,1
4123,Jueves,13,Software,Baja,Senior,12.57,0
4124,Martes,17,Hardware,Baja,Semi-Senior,8.51,0
4125,Viernes,16,Software,Baja,Junior,15.46,1
4126,Jueves,17,Software,Alta,Semi-Senior,3.27,0
4127,Jueves,4,Redes,Alta,Junior,11.78,0
4128,Viernes,19,Redes,Media,Semi-Senior,18.9,1
4129,Lunes,19,Redes,Baja,Junior,10.2,1
4130,Jueves,8,Acceso,Baja,Junior,16.67,1
4131,Miércoles,10,Redes,Media,Junior,15.98,0
4132,Sábado,23,Hardware,Alta,Junior,18.45,0
4133,Sábado,21,Redes,Baja,Junior,18.96,1
4134,Jueves,0,Redes,Alta,Junior,21.66,1
4135,Lunes,17,Redes,Alta,Senior,0.5,0
4136,Domingo,5,Software,Alta,Junior,3.5,1
4137,Lunes,1,Software,Baja,Junior,12.11,1
4138,Martes,14,Redes,Baja,Senior,,1
4139,Miércoles,20,Software,Baja,Semi-Senior,21.55,1
4140,Lunes,13,Software,Media,Semi-Senior,5.91,0
4141,Viernes,4,Acceso,Baja,Junior,12.44,1
4142,Miércoles,5,Hardware,Baja,Semi-Senior,15.59,0
4143,Sábado,5,Software,Media,Junior,20.29,0
4144,Miércoles,21,Hardware,Baja,Semi-Senior,23.22,1
4145,Viernes,17,Software,Baja,Senior,19.01,1
4146,Jueves,13,Redes,Media,Semi-Senior,12.55,0
4147,Viernes,9,Software,Media,Junior,8.69,0
4148,Viernes,13,Software,Media,Semi-Senior,8.12,1
4149,Jueves,12,Hardware,Baja,Semi-Senior,21.7,1
4150,Jueves,2,Redes,Media,Semi-Senior,4.78,0
4151,Jueves,5,Acceso,Media,Semi-Senior,13.57,0
4152,Jueves,7,Hardware,Baja,Semi-Senior,24.45,0
4153,Jueves,11,Redes,Media,Semi-Senior,3.61,0
4154,Viernes,12,Redes,Baja,Senior,15.24,0
4155,Martes,10,Hardware,Baja,Senior,6.15,0
4156,Martes,11,Software,Baja,Junior,17.42,1
4157,Lunes,0,Redes,Baja,Semi-Senior,26.77,1
4158,Martes,16,Acceso,Baja,Junior,13.14,1
4159,Sábado,15,Software,Alta,Semi-Senior,0.5,0
4160,Martes,10,Hardware,Baja,Junior,,0
4161,Viernes,12,Hardware,Alta,Semi-Senior,,0
4162,Jueves,17,Hardware,Media,Semi-Senior,,0
4163,Jueves,10,Hardware,Baja,Junior,29.26,1
4164,Domingo,11,Acceso,Baja,Senior,8.91,0
4165,Domingo,5,Acceso,Media,Semi-Senior,4.03,0
4166,Domingo,8,Redes,Media,Junior,7.01,0
4167,Viernes,15,Acceso,Baja,Semi-Senior,10.45,1
4168,Sábado,3,Hardware,Baja,Senior,5.65,0
4169,Martes,2,Acceso,Media,Junior,4.99,0
4170,Viernes,15,Software,Baja,Semi-Senior,13.13,0
4171,Lunes,23,Software,Alta,Semi-Senior,11.55,0
4172,Jueves,11,Redes,Media,Senior,9.12,0
4173,Domingo,10,Hardware,Baja,Semi-Senior,10.17,0
4174,Miércoles,4,Acceso,Baja,Semi-Senior,21.66,0
4175,Lunes,17,Redes,Baja,Senior,10.18,1
4176,Domingo,18,Redes,Alta,Senior,0.5,0
4177,Sábado,22,Acceso,Baja,Semi-Senior,15.43,1
4178,Lunes,22,Redes,Baja,Junior,14.12,1
4179,Viernes,5,Hardware,Media,Junior,14.8,0
4180,Martes,21,Acceso,Baja,Semi-Senior,12.32,1
4181,Jueves,17,Software,Baja,Semi-Senior,18.84,1
4182,Sábado,5,Software,Alta,Junior,17.05,1
4183,Sábado,3,Acceso,Baja,Junior,15.29,1
4184,Miércoles,11,Redes,Alta,Semi-Senior,1.68,0
4185,Lunes,18,Redes,Alta,Junior,6.73,0
4186,Miércoles,1,Software,Baja,Junior,13.96,1
4187,Martes,16,Software,Baja,Junior,15.8,1
4188,Domingo,10,Hardware,Baja,Semi-Senior,13.84,1
4189,Martes,10,Redes,Media,Semi-Senior,9.91,0
4190,Domingo,20,Hardware,Baja,Junior,17.96,1
4191,Miércoles,15,Software,Alta,Junior,7.93,0
